group_id,type,is_keeper,title,size,modified,owner,path,file_id,view_url
33,binary,YES,dsc00708.jpg,5555931,2024-08-03T11:42:14.605Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1NWBMO-qs40SIlOvVG_RMFuqrUEuQAs0F,https://drive.google.com/file/d/1NWBMO-qs40SIlOvVG_RMFuqrUEuQAs0F/view?usp=drivesdk
33,binary,no,dsc00708.jpg,5555931,2024-08-03T11:39:30.866Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1Ga5q9VhFeidUMPa30HnfE0IVZbJIYDiF,https://drive.google.com/file/d/1Ga5q9VhFeidUMPa30HnfE0IVZbJIYDiF/view?usp=drivesdk
34,binary,YES,Franken Homes Introduction (2024).pdf,2682947,2025-05-18T19:48:08Z,sunrize.invest@gmail.com,Development Info-----Go to rize,185dKo4d65YJxfxDfpiKtHtq2nfkmeF58,https://drive.google.com/file/d/185dKo4d65YJxfxDfpiKtHtq2nfkmeF58/view?usp=drivesdk
34,binary,no,Franken Homes Introduction (2024).pdf,2682947,2024-11-18T23:21:14Z,sunrize.invest@gmail.com,Development Info-----Go to rize/Formulas ,1ghLvpn_mu53dtYTow105_ltnJ3wfxvQb,https://drive.google.com/file/d/1ghLvpn_mu53dtYTow105_ltnJ3wfxvQb/view?usp=drivesdk
34,binary,no,Franken Homes Introduction (2024).pdf,2682947,2024-10-10T22:05:41Z,sunrize.invest@gmail.com,Development Info-----Go to rize/Development Example Docs,1P2403woYnaUYSONGBVy-TQuVOvbskMIU,https://drive.google.com/file/d/1P2403woYnaUYSONGBVy-TQuVOvbskMIU/view?usp=drivesdk
35,binary,YES,Offer for Viking.pdf,5320806,2023-10-19T02:12:09Z,sunrize.invest@gmail.com,CORPORATION/2024 Tax Info/Sold Houses/Viking ,1Ej4hCj-krcX2qZpsmk1seQSPRpROjxq7,https://drive.google.com/file/d/1Ej4hCj-krcX2qZpsmk1seQSPRpROjxq7/view?usp=drivesdk
35,binary,no,Offer for Viking.pdf,5320806,2023-10-19T02:12:09Z,sunrize.invest@gmail.com,Blank Purchase Contracts /Seller Financing Offers ,1D0twlVJp5Uh4V0og-1ObcZx1u-LzVRDI,https://drive.google.com/file/d/1D0twlVJp5Uh4V0og-1ObcZx1u-LzVRDI/view?usp=drivesdk
36,binary,YES,Viking Residential Purchase Contract.pdf,5320177,2023-10-19T02:18:01Z,sunrize.invest@gmail.com,CORPORATION/2024 Tax Info/Sold Houses/Viking ,17vOjjDD8zE9kfR_lXMpnpINRoiFMOsC_,https://drive.google.com/file/d/17vOjjDD8zE9kfR_lXMpnpINRoiFMOsC_/view?usp=drivesdk
36,binary,no,Viking Residential Purchase Contract.pdf,5320177,2023-10-19T02:18:01Z,sunrize.invest@gmail.com,Blank Purchase Contracts /Purchase Contracts- Filled out ,1t6oqHsmeA8UyZXPMpUxcaxMXf5boXfnD,https://drive.google.com/file/d/1t6oqHsmeA8UyZXPMpUxcaxMXf5boXfnD/view?usp=drivesdk
37,binary,YES,13430 8-Unit 6408 103 St Allendale - FINAL.pdf,5270653,2025-06-14T21:27:40Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: CMHC,1TlyyYRbUPVlsCQlGoLdDrLmLnJiCryQ_,https://drive.google.com/file/d/1TlyyYRbUPVlsCQlGoLdDrLmLnJiCryQ_/view?usp=drivesdk
37,binary,no,13430 8-Unit 6408 103 St Allendale - FINAL.pdf,5270653,2025-06-12T18:49:18Z,sunrize.invest@gmail.com,Allendale 6408 106,1F_zejKn32MV-W_zYdawsWzFWV0Z7D8GP,https://drive.google.com/file/d/1F_zejKn32MV-W_zYdawsWzFWV0Z7D8GP/view?usp=drivesdk
38,binary,YES,6408 106 St 6-Unit Allendale.pdf,5226045,2025-06-16T22:10:47Z,sunrize.invest@gmail.com,Allendale 6408 106,1Z2YfNZCQjfuTzdHZ4QNOO1r8dOVrWEJW,https://drive.google.com/file/d/1Z2YfNZCQjfuTzdHZ4QNOO1r8dOVrWEJW/view?usp=drivesdk
38,binary,no,6408 106 St 6-Unit Allendale.pdf,5226045,2025-06-16T22:10:47Z,sunrize.invest@gmail.com,Allendale 6408 106/Allendale Overview Info,13OTV4Z8kaBfsDHXILTjPhVWE0KAxdolG,https://drive.google.com/file/d/13OTV4Z8kaBfsDHXILTjPhVWE0KAxdolG/view?usp=drivesdk
39,binary,YES,COI-CMLS Deposit .pdf,5160684,2026-03-23T20:46:01.702Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Invoice,1o1e3gHYha5vDae2cEjyenmkMhcTrHaBQ,https://drive.google.com/file/d/1o1e3gHYha5vDae2cEjyenmkMhcTrHaBQ/view?usp=drivesdk
39,binary,no,COI-CMLS Deposit .pdf,5160684,2026-03-09T16:49:09.508Z,sunrize.invest@gmail.com,Allendale 6408 106/5-Unit Receipts ,1FMo-g6t5dhrGQdXWdQ2X8tQchEkMpcYR,https://drive.google.com/file/d/1FMo-g6t5dhrGQdXWdQ2X8tQchEkMpcYR/view?usp=drivesdk
40,binary,YES,dsc00956.jpg,5061692,2024-08-03T11:32:48.940Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1rW3elJ1lTTJZZIkl4R0iUxYk_7PuoHx5,https://drive.google.com/file/d/1rW3elJ1lTTJZZIkl4R0iUxYk_7PuoHx5/view?usp=drivesdk
40,binary,no,dsc00956.jpg,5061692,2024-08-03T11:26:50.449Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1X8bEc9z-mwNFiTBLrv0cxfYW7e4unF3j,https://drive.google.com/file/d/1X8bEc9z-mwNFiTBLrv0cxfYW7e4unF3j/view?usp=drivesdk
41,binary,YES,dsc00730_hdr.jpg,4423577,2024-08-03T11:39:28.770Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1kFcCD9U_OCawVpeYaL5rYZufQ6g-PPHz,https://drive.google.com/file/d/1kFcCD9U_OCawVpeYaL5rYZufQ6g-PPHz/view?usp=drivesdk
41,binary,no,dsc00730_hdr.jpg,4423577,2024-08-03T11:38:15.583Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1VdBVENhZmKzFr_jMh7hu41bFT8PTqPeW,https://drive.google.com/file/d/1VdBVENhZmKzFr_jMh7hu41bFT8PTqPeW/view?usp=drivesdk
42,binary,YES,Diamante NUANS.pdf,4097521,2026-03-23T19:22:26.733Z,sunrize.invest@gmail.com,Jasper Park/Jasper Park-Corporate Files ,1cxGZP6_fqYpQGVcAbB83P1II6B6vOxfE,https://drive.google.com/file/d/1cxGZP6_fqYpQGVcAbB83P1II6B6vOxfE/view?usp=drivesdk
42,binary,no,Diamante NUANS.pdf,4097521,2025-08-01T02:49:36.014Z,sunrize.invest@gmail.com,Jasper Park/Jasper Park-Corporate Files ,12w45pBn4riHIQOeI9O11r9rQj3kdTQnP,https://drive.google.com/file/d/12w45pBn4riHIQOeI9O11r9rQj3kdTQnP/view?usp=drivesdk
43,binary,YES,SUN002HDServices invoice (1).pdf,4020443,2026-03-23T20:17:39.081Z,sunrize.invest@gmail.com,Mayfield 110/Mayfield-Invoice ,1AoybD3Lo_JMvVQfQ9K2J6XCLJSKY3f02,https://drive.google.com/file/d/1AoybD3Lo_JMvVQfQ9K2J6XCLJSKY3f02/view?usp=drivesdk
43,binary,no,SUN002HDServices invoice (1).pdf,4020443,2025-11-26T17:17:34Z,sunrize.invest@gmail.com,,1vxG52aE1XLJ-r2QnfGzAje_NA4SrCThL,https://drive.google.com/file/d/1vxG52aE1XLJ-r2QnfGzAje_NA4SrCThL/view?usp=drivesdk
44,binary,YES,dsc00938.jpg,4000487,2024-08-03T11:32:40.992Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1EZSqz8FBAw_aYHS1wrbC7cvc1J5FSvJH,https://drive.google.com/file/d/1EZSqz8FBAw_aYHS1wrbC7cvc1J5FSvJH/view?usp=drivesdk
44,binary,no,dsc00938.jpg,4000487,2024-08-03T11:26:42.460Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1QxfvEktKCb1Lbij8GLxlOeArhWyMRHXb,https://drive.google.com/file/d/1QxfvEktKCb1Lbij8GLxlOeArhWyMRHXb/view?usp=drivesdk
45,binary,YES,dsc01288.jpg,1970660,2024-08-03T11:42:12.683Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1A3s2MCms4_ZhQpqdF6cJV8ioYgcZA1HE,https://drive.google.com/file/d/1A3s2MCms4_ZhQpqdF6cJV8ioYgcZA1HE/view?usp=drivesdk
45,binary,no,dsc01288.jpg,1970660,2024-08-03T11:40:58.290Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1WqolRiek4Elm_eNOG_AmVkUB4R0yxgWt,https://drive.google.com/file/d/1WqolRiek4Elm_eNOG_AmVkUB4R0yxgWt/view?usp=drivesdk
45,binary,no,dsc01288.jpg,1970660,2024-08-03T10:45:51.789Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1dZmsvRgPJcO2LFrDA6aaIiUKgXSlhzOF,https://drive.google.com/file/d/1dZmsvRgPJcO2LFrDA6aaIiUKgXSlhzOF/view?usp=drivesdk
46,binary,YES,dsc01287.jpg,1932702,2024-08-03T11:42:09.379Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1_0jzVCM5jPOfrYuIfJdyFuOUnc6K2F7m,https://drive.google.com/file/d/1_0jzVCM5jPOfrYuIfJdyFuOUnc6K2F7m/view?usp=drivesdk
46,binary,no,dsc01287.jpg,1932702,2024-08-03T11:40:56.407Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1ckY2niMCJtIv6Rexf3XjApLOoX25HI4G,https://drive.google.com/file/d/1ckY2niMCJtIv6Rexf3XjApLOoX25HI4G/view?usp=drivesdk
46,binary,no,dsc01287.jpg,1932702,2024-08-03T10:45:50.170Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1seObSGLCZ8U_YyX4VT8NW0UbPqciWp29,https://drive.google.com/file/d/1seObSGLCZ8U_YyX4VT8NW0UbPqciWp29/view?usp=drivesdk
47,binary,YES,Spec Design Concept for Drawings (2).pdf,3790569,2026-03-10T15:08:50Z,sunrize.invest@gmail.com,Jasper Park/Jasper Park-Plans ,1n9qMlin2B65HUPCL1Wh-dXzOmh-BDhF5,https://drive.google.com/file/d/1n9qMlin2B65HUPCL1Wh-dXzOmh-BDhF5/view?usp=drivesdk
47,binary,no,Spec Design Concept for Drawings (2).pdf,3790569,2025-06-16T22:16:43Z,sunrize.invest@gmail.com,Allendale 6408 106,1hP_lXKkTaUSBq3x6ujyNj_lntiJ2NL84,https://drive.google.com/file/d/1hP_lXKkTaUSBq3x6ujyNj_lntiJ2NL84/view?usp=drivesdk
48,binary,YES,dsc00974.jpg,3621301,2024-08-03T11:32:36.849Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1Yx2FKJ67T0PeNxyw6t5VCW7AvwkPSjhc,https://drive.google.com/file/d/1Yx2FKJ67T0PeNxyw6t5VCW7AvwkPSjhc/view?usp=drivesdk
48,binary,no,dsc00974.jpg,3621301,2024-08-03T10:44:32.594Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1F-7J5yXiwKEXJ0nB2IKIzUjag_XeXchg,https://drive.google.com/file/d/1F-7J5yXiwKEXJ0nB2IKIzUjag_XeXchg/view?usp=drivesdk
49,binary,YES,IMG_3048.HEIC,3508588,2024-05-18T21:31:04.527Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1o7kh8BlagVihoQEMUw6_DOCVhMIR484z,https://drive.google.com/file/d/1o7kh8BlagVihoQEMUw6_DOCVhMIR484z/view?usp=drivesdk
49,binary,no,IMG_3048.HEIC,3508588,2024-05-18T19:43:42.799Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1ihtXjqxQzdsioDdGwXqpJgJG_2Uo0oXU,https://drive.google.com/file/d/1ihtXjqxQzdsioDdGwXqpJgJG_2Uo0oXU/view?usp=drivesdk
50,binary,YES,dsc01286.jpg,1671105,2024-08-03T11:42:11.065Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1yfIDpvXsvHss0p_I-Z3fmJIG-18N_PCP,https://drive.google.com/file/d/1yfIDpvXsvHss0p_I-Z3fmJIG-18N_PCP/view?usp=drivesdk
50,binary,no,dsc01286.jpg,1671105,2024-08-03T11:40:54.773Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1Z348l1aeV4ym8UYR6bh-9w9mTHiB_ayM,https://drive.google.com/file/d/1Z348l1aeV4ym8UYR6bh-9w9mTHiB_ayM/view?usp=drivesdk
50,binary,no,dsc01286.jpg,1671105,2024-08-03T10:45:48.272Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1y6pjSNfB1r4B_BWjlmcIlaM2iJmkzqM5,https://drive.google.com/file/d/1y6pjSNfB1r4B_BWjlmcIlaM2iJmkzqM5/view?usp=drivesdk
51,binary,YES,invoice_93826.pdf,2859713,2026-03-23T20:46:01.715Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Invoice,1evdIKJQHnbX6oxJTFxxXX1Y3OewFgs4U,https://drive.google.com/file/d/1evdIKJQHnbX6oxJTFxxXX1Y3OewFgs4U/view?usp=drivesdk
51,binary,no,invoice_93826.pdf,2859713,2026-03-09T16:51:14.987Z,sunrize.invest@gmail.com,Allendale 6408 106/5-Unit Receipts ,1qeyGHecazUdyeM-LLyTqqQKKvq4RFOSz,https://drive.google.com/file/d/1qeyGHecazUdyeM-LLyTqqQKKvq4RFOSz/view?usp=drivesdk
52,binary,YES,Screenshot 2024-05-18 105115.png,2543980,2024-05-18T16:51:15Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1oug7W1ZQlgpHuOzF9rhWinBmdVkOK3RD,https://drive.google.com/file/d/1oug7W1ZQlgpHuOzF9rhWinBmdVkOK3RD/view?usp=drivesdk
52,binary,no,Screenshot 2024-05-18 105115.png,2543980,2024-05-18T16:51:15Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1_CO2kj_h46dl64UgdVqjN44N5oN0DOvy,https://drive.google.com/file/d/1_CO2kj_h46dl64UgdVqjN44N5oN0DOvy/view?usp=drivesdk
53,binary,YES,dsc00926.jpg,2451822,2024-08-03T11:32:25.418Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1yGKCz1-Kx3OsKAqz6rGfrN6FNcsBaxyE,https://drive.google.com/file/d/1yGKCz1-Kx3OsKAqz6rGfrN6FNcsBaxyE/view?usp=drivesdk
53,binary,no,dsc00926.jpg,2451822,2024-08-03T11:26:28.699Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,14nLFkprCg6vkT3lgUCUWORHUntyrrZUA,https://drive.google.com/file/d/14nLFkprCg6vkT3lgUCUWORHUntyrrZUA/view?usp=drivesdk
54,binary,YES,15981 110b Ave NW WDV.3.pdf,2440280,2025-07-07T17:51:42.977Z,sunrize.invest@gmail.com,Mayfield 110/Plans & Surveys ,1UolS9qC8bJHreRxMZpK0DzAU4GTs5F5M,https://drive.google.com/file/d/1UolS9qC8bJHreRxMZpK0DzAU4GTs5F5M/view?usp=drivesdk
54,binary,no,15981 110b Ave NW WDV.3.pdf,2440280,2025-06-23T23:01:57.096Z,sunrize.invest@gmail.com,Mayfield 110/Plans & Surveys ,14iIhooTGQG02bNR9T5gi_ErOVmsdIYDz,https://drive.google.com/file/d/14iIhooTGQG02bNR9T5gi_ErOVmsdIYDz/view?usp=drivesdk
55,binary,YES,e53d977e-f104-47d8-a7ed-c4828dc6c413.mp4,2045913,2024-05-06T19:08:48.217Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/Puerto Escondido Clips ,12rhNbgYgFk758gnzYY-xieWCiYhHxq5k,https://drive.google.com/file/d/12rhNbgYgFk758gnzYY-xieWCiYhHxq5k/view?usp=drivesdk
55,binary,no,e53d977e-f104-47d8-a7ed-c4828dc6c413.mp4,2045913,2024-05-06T19:08:46.248Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/Puerto Escondido Clips ,17iJo9WwXgynsR4sJSxH7ut14dACcxvh5,https://drive.google.com/file/d/17iJo9WwXgynsR4sJSxH7ut14dACcxvh5/view?usp=drivesdk
56,binary,YES,Purchase-Contract--8207-121. Signed (1).pdf,771101,2026-05-11T19:12:53.249Z,sunrize.invest@gmail.com,CORPORATION/2024 Tax Info/Sold Houses/Eastwood 6 Plex/8207 121 Ave 6 Plex,1A7K9zsdOxRx3oBm1dF03qIBIMZ0WzdYD,https://drive.google.com/file/d/1A7K9zsdOxRx3oBm1dF03qIBIMZ0WzdYD/view?usp=drivesdk
56,binary,no,Purchase-Contract--8207-121. Signed (1).pdf,771101,2024-04-14T22:36:41Z,sunrize.invest@gmail.com,Blank Purchase Contracts /Purchase Contracts- Filled out ,1nSvh6fyYoUy338jRQg4A9_E3n_73AxO9,https://drive.google.com/file/d/1nSvh6fyYoUy338jRQg4A9_E3n_73AxO9/view?usp=drivesdk
56,binary,no,Purchase-Contract--8207-121. Signed (1).pdf,771101,2024-04-14T22:36:41Z,sunrize.invest@gmail.com,Blank Purchase Contracts /Purchase Contracts- Filled out ,1M_AVU4KfpFHckmLyB9ShqxeC6Y5ENTIU,https://drive.google.com/file/d/1M_AVU4KfpFHckmLyB9ShqxeC6Y5ENTIU/view?usp=drivesdk
57,binary,YES,Landridge Homes-Sales Contract.pdf,1416925,2025-11-17T19:33:55Z,sunrize.invest@gmail.com,Landridge/Westmount (8-Plex),1v-c-sA8afhqQs33UbqcOdZeRshF5qOB1,https://drive.google.com/file/d/1v-c-sA8afhqQs33UbqcOdZeRshF5qOB1/view?usp=drivesdk
57,binary,no,Landridge Homes-Sales Contract.pdf,1416925,2025-11-13T18:16:21Z,sunrize.invest@gmail.com,Landridge,1Is1IFxgxEepAtqB8Aw-F3pTPzM2f0BJe,https://drive.google.com/file/d/1Is1IFxgxEepAtqB8Aw-F3pTPzM2f0BJe/view?usp=drivesdk
58,binary,YES,10848 153 ST Edmonton.pdf,1399370,2026-03-12T05:56:40Z,maadisoncross82@gmail.com,IBH Tax,1MINITEpkCM3U1J5JLg6LIUF5RFQAsZCF,https://drive.google.com/file/d/1MINITEpkCM3U1J5JLg6LIUF5RFQAsZCF/view?usp=drivesdk
58,binary,no,10848 153 ST Edmonton.pdf,1399370,2024-12-31T16:43:46.116Z,sunrize.invest@gmail.com,2025 Tax/2025 Flips/Wholesale /In Between Homes /IN-Between Homes /Outlook,1T3l76ve24HWZ8RyvdGBu7M5ZSwIORWI2,https://drive.google.com/file/d/1T3l76ve24HWZ8RyvdGBu7M5ZSwIORWI2/view?usp=drivesdk
59,binary,YES,10612 - 127 STREET NW - Schedule A - Plans.pdf,1376497,2026-01-05T23:44:00.254Z,sunrize.invest@gmail.com,Landridge/landridge 8-plex purching contract for clients ,1ZW_GBAb-CrpV1JxQhHNwnLf8NBE9RcrP,https://drive.google.com/file/d/1ZW_GBAb-CrpV1JxQhHNwnLf8NBE9RcrP/view?usp=drivesdk
59,binary,no,10612 - 127 STREET NW - Schedule A - Plans.pdf,1376497,2025-11-25T17:45:37Z,sunrize.invest@gmail.com,Landridge/Purchase Contracts Signed /10612 127St,1jman6hm2tUHQWomOrao5kZWvYLJntAhD,https://drive.google.com/file/d/1jman6hm2tUHQWomOrao5kZWvYLJntAhD/view?usp=drivesdk
60,binary,YES,Invoice 25-120 6-plex.pdf,676175,2026-03-23T20:46:01.715Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Invoice,1IYW0N6QSW9_3apepr201TAHqeMOLwUOw,https://drive.google.com/file/d/1IYW0N6QSW9_3apepr201TAHqeMOLwUOw/view?usp=drivesdk
60,binary,no,Invoice 25-120 6-plex.pdf,676175,2025-07-29T05:14:49.899Z,sunrize.invest@gmail.com,Invoices /Invoices from gmail,1dCQkyyoPi-1B5Udb5jDf-MT6jWqyUMdG,https://drive.google.com/file/d/1dCQkyyoPi-1B5Udb5jDf-MT6jWqyUMdG/view?usp=drivesdk
60,binary,no,Invoice 25-120 6-plex.pdf,676175,2025-07-08T03:08:59.190Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Invoice,1UhvCBNsULV4LkYAlJqi8qhmiGz6SiYqd,https://drive.google.com/file/d/1UhvCBNsULV4LkYAlJqi8qhmiGz6SiYqd/view?usp=drivesdk
61,binary,YES,Blank Notice Template.xps.pdf,1278994,2025-10-14T15:40:40.828Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Purchase Docs ,1vRe0wDR9PdwQ4CtUiTZaLa5FFtOCnMbY,https://drive.google.com/file/d/1vRe0wDR9PdwQ4CtUiTZaLa5FFtOCnMbY/view?usp=drivesdk
61,binary,no,Blank Notice Template.xps.pdf,1278994,2025-03-31T21:04:01Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Purchase Docs ,1vMIgIFqmOH_V2Jnf4C5ye4R3lrdUuML9,https://drive.google.com/file/d/1vMIgIFqmOH_V2Jnf4C5ye4R3lrdUuML9/view?usp=drivesdk
62,binary,YES,Att_ 05c6b654b6724142ab5ffb1ceea5c4b4.xps.pdf,1194731,2026-04-20T16:45:05.428Z,sunrize.invest@gmail.com,Jasper Park/Jasper Park-Corporate Files ,1VBnmH4Ae7W8HSGZKLRhHINpiDO_T-2Mt,https://drive.google.com/file/d/1VBnmH4Ae7W8HSGZKLRhHINpiDO_T-2Mt/view?usp=drivesdk
62,binary,no,Att_ 05c6b654b6724142ab5ffb1ceea5c4b4.xps.pdf,1194731,2026-02-17T02:31:07.776Z,sunrize.invest@gmail.com,Jasper Park/Purchasing Documents ,17L83pRX5mU1ke3apAabT1mM8zN4RUmgS,https://drive.google.com/file/d/17L83pRX5mU1ke3apAabT1mM8zN4RUmgS/view?usp=drivesdk
63,binary,YES,6408-106 Calvert Loan Aggreement.pdf,1188243,2025-04-24T14:26:13Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: Purchase Docs ,1W6x0GJlAYoW_XGKh6e5l3SZPvrsSm1ep,https://drive.google.com/file/d/1W6x0GJlAYoW_XGKh6e5l3SZPvrsSm1ep/view?usp=drivesdk
63,binary,no,6408-106 Calvert Loan Aggreement.pdf,1188243,2024-11-02T21:57:22.090Z,sunrize.invest@gmail.com,Allendale 6408 106/6408: CMHC,1FRqdhmHIq1rJBdbmUtB5V3ZO1eo_C_4E,https://drive.google.com/file/d/1FRqdhmHIq1rJBdbmUtB5V3ZO1eo_C_4E/view?usp=drivesdk
64,binary,YES,IMG_4283.HEIC,1169383,2024-03-14T14:59:47.848Z,sianne.investments@gmail.com,Duplex Canora (27/29),16PHZ3ucwdkw6N6CYL9nmwbbg-H7mmwOF,https://drive.google.com/file/d/16PHZ3ucwdkw6N6CYL9nmwbbg-H7mmwOF/view?usp=drivesdk
64,binary,no,IMG_4283.HEIC,1169383,2024-03-14T14:58:13.542Z,sianne.investments@gmail.com,Duplex Canora (27/29),16D3mu7jo5e6YANO1BViF2b7eE9EjTce6,https://drive.google.com/file/d/16D3mu7jo5e6YANO1BViF2b7eE9EjTce6/view?usp=drivesdk
65,binary,YES,Screenshot 2024-05-18 105141.png,1153343,2024-05-18T16:51:41Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1vtF-G8t7xVilhrX45MZ0lKqOu27v7PoK,https://drive.google.com/file/d/1vtF-G8t7xVilhrX45MZ0lKqOu27v7PoK/view?usp=drivesdk
65,binary,no,Screenshot 2024-05-18 105141.png,1153343,2024-05-18T16:51:41Z,sunrize.invest@gmail.com,Personal /CR/Mexico-Puerto Escondido/ZAPTA - Photos,1z7_KJVaMhDCdsxyv8gtVpd2-Sfgm3OoJ,https://drive.google.com/file/d/1z7_KJVaMhDCdsxyv8gtVpd2-Sfgm3OoJ/view?usp=drivesdk
66,binary,YES,JVA-Full-Version-with-Schedule-B.pdf,523740,2024-05-15T21:19:38Z,sunrize.invest@gmail.com,Blank Purchase Contracts /Seller Financing Offers ,1UZjWsV3ssOJSfJeV9-9MPe0kBJtnMJjw,https://drive.google.com/file/d/1UZjWsV3ssOJSfJeV9-9MPe0kBJtnMJjw/view?usp=drivesdk
66,binary,no,JVA-Full-Version-with-Schedule-B.pdf,523740,2023-10-20T19:58:46Z,sunrize.invest@gmail.com,Blank Purchase Contracts ,1fUkf0rpuKQUdLTR07l6iTneGev9NXziy,https://drive.google.com/file/d/1fUkf0rpuKQUdLTR07l6iTneGev9NXziy/view?usp=drivesdk
66,binary,no,JVA-Full-Version-with-Schedule-B.pdf,523740,2023-10-20T19:58:46Z,sunrize.invest@gmail.com,CORPORATION/2024 Tax Info/Sold Houses/Viking ,1S-KEfAG1CEIQ3mp1L-pdlzB4xJZGjXQF,https://drive.google.com/file/d/1S-KEfAG1CEIQ3mp1L-pdlzB4xJZGjXQF/view?usp=drivesdk
67,binary,YES,10612 - 127 STREET NW- Landridge Homes-Sales Contract.pdf,1022641,2026-01-05T23:44:00.187Z,sunrize.invest@gmail.com,Landridge/landridge 8-plex purching contract for clients ,1DMRPlgKjRCDf-6fevW1SGpTwZz9eK6fQ,https://drive.google.com/file/d/1DMRPlgKjRCDf-6fevW1SGpTwZz9eK6fQ/view?usp=drivesdk
67,binary,no,10612 - 127 STREET NW- Landridge Homes-Sales Contract.pdf,1022641,2025-11-25T17:45:37Z,sunrize.invest@gmail.com,Landridge/Purchase Contracts Signed /10612 127St,1_xoHxL-RxrUtf_4Y-UryZQ5g0Z1PfdyK,https://drive.google.com/file/d/1_xoHxL-RxrUtf_4Y-UryZQ5g0Z1PfdyK/view?usp=drivesdk
68,binary,YES,9115 150 St NW - Deal Breakdown Calculator.numbers,884617,2024-07-30T16:32:32.354Z,jordan@stirlinginvestments.ca,(root),1HU-x5twGu8ll0MG8LMdFJ4A87FK2Y4XT,https://drive.google.com/file/d/1HU-x5twGu8ll0MG8LMdFJ4A87FK2Y4XT/view?usp=drivesdk
68,binary,no,9115 150 St NW - Deal Breakdown Calculator.numbers,884617,2024-07-30T16:32:32Z,sunrize.invest@gmail.com,Flip Info/Flip Calculaytor & Formulas ,16-4gRgVjv4e86VPAmfwnO4JnVty3mYGD,https://drive.google.com/file/d/16-4gRgVjv4e86VPAmfwnO4JnVty3mYGD/view?usp=drivesdk
69,binary,YES,10612 - 127 STREET NW- Schedule C.pdf,785582,2026-01-05T23:44:00.266Z,sunrize.invest@gmail.com,Landridge/landridge 8-plex purching contract for clients ,120YRlaU2O9u2MPtY9F59DZIRLzpfIb65,https://drive.google.com/file/d/120YRlaU2O9u2MPtY9F59DZIRLzpfIb65/view?usp=drivesdk
69,binary,no,10612 - 127 STREET NW- Schedule C.pdf,785582,2025-11-25T17:45:37Z,sunrize.invest@gmail.com,Landridge/Purchase Contracts Signed /10612 127St,1yXpAu5UjXd_qefNkqfIXDjNglDPVoPhA,https://drive.google.com/file/d/1yXpAu5UjXd_qefNkqfIXDjNglDPVoPhA/view?usp=drivesdk
