group_id,group_type,is_keeper,file,size_bytes,mtime,project,subfolder,md5_or_size
68,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /252295916_56441897_0_0.pdf,41003,1774585597,,,73ebeb984d
68,exact_md5,no,/Users/sunniyaremchuk/252295916_56441897_0_0.pdf,41003,1773413516,,,73ebeb984d
68,exact_md5,no,/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Ave Title .pdf,41003,1772560858,10646 61 Ave,,73ebeb984d
69,exact_md5,YES,/Users/sunniyaremchuk/Director-Consent.pdf,53096,1767902234,,,df74543b30
69,exact_md5,no,/Users/sunniyaremchuk/Documents/Director-Consent.pdf,53096,1766470896,,,df74543b30
70,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Landridge/Blueprints-Fourplex Back to Back .pdf,3251214,1768523992,,,bcacab46b9
70,exact_md5,no,/Users/sunniyaremchuk/Blueprints-Fourplex Back to Back .pdf,3251214,1767829846,,,bcacab46b9
71,exact_md5,YES,"/Users/sunniyaremchuk/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL (1).pdf",5576342,1770848269,Jasper Park,,8ceafbbbb6
71,exact_md5,no,"/Users/sunniyaremchuk/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL.pdf",5576342,1770751728,Jasper Park,,8ceafbbbb6
72,exact_md5,YES,/Users/sunniyaremchuk/Qualis Transaction list 20250808.pdf,59830,1767737399,,,4b7a5d3a10
72,exact_md5,no,/Users/sunniyaremchuk/Documents/Qualis Transaction list 20250808 (1).pdf,59830,1766162844,,,4b7a5d3a10
72,exact_md5,no,/Users/sunniyaremchuk/Documents/Qualis Transaction list 20250808.pdf,59830,1766035471,,,4b7a5d3a10
73,exact_md5,YES,/Users/sunniyaremchuk/flip-analyzer/dist/vite.svg,1497,1778621488,,Photos,8e3a10e157
73,exact_md5,no,/Users/sunniyaremchuk/flip-analyzer/public/vite.svg,1497,1773004665,,Photos,8e3a10e157
74,exact_md5,YES,/Users/sunniyaremchuk/Documents/6408_106_St_Soft_Costs_Equity_Injected (1).xlsx,5927,1766186624,6408 106,,21fa094fbf
74,exact_md5,no,/Users/sunniyaremchuk/Documents/6408_106_St_Soft_Costs_Equity_Injected.xlsx,5927,1766186608,6408 106,,21fa094fbf
75,exact_md5,YES,/Users/sunniyaremchuk/Documents/Purchase Contract (10801_10805) (1).pdf,383165,1766009989,,Contracts,a16e5d0b14
75,exact_md5,no,/Users/sunniyaremchuk/Documents/Purchase Contract (10801_10805).pdf,383165,1766009952,,Contracts,a16e5d0b14
76,exact_md5,YES,/Users/sunniyaremchuk/Documents/Contract_Release_Fee (1).pdf,173406,1766446538,,,ccbf2ea961
76,exact_md5,no,/Users/sunniyaremchuk/Documents/Contract_Release_Fee.pdf,173406,1766446518,,,ccbf2ea961
77,exact_md5,YES,/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street (1).pdf,334676,1766035518,9121 152,,750544406b
77,exact_md5,no,/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street.pdf,334676,1766018915,9121 152,,750544406b
78,exact_md5,YES,/Users/sunniyaremchuk/Documents/Allendale_Soft_Cost 6408 106 St (1).xlsx,5809,1766018881,Allendale,,fe12d76d8a
78,exact_md5,no,/Users/sunniyaremchuk/Documents/Allendale_Soft_Cost 6408 106 St.xlsx,5809,1766018691,Allendale,,fe12d76d8a
78,exact_md5,no,/Users/sunniyaremchuk/Documents/Allendale_Soft Cost 6408 106 ST.xlsx,5809,1766018690,Allendale,,fe12d76d8a
79,exact_md5,YES,/Users/sunniyaremchuk/Documents/Purchase Contract (10801 & 10805) (1).pdf,359676,1766014709,,Contracts,d5bc70b0a3
79,exact_md5,no,/Users/sunniyaremchuk/Documents/Purchase Contract (10801 & 10805).pdf,359676,1766010659,,Contracts,d5bc70b0a3
80,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Personal_Sunni_Larissa_Data (1).xlsx,10627,1775014223,,,cddad20384
80,exact_md5,no,/Users/sunniyaremchuk/Downloads/2025 Tax Info /Personal_Sunni_Larissa_Data (2).xlsx,10627,1775014223,,,cddad20384
81,exact_md5,YES,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Outreach Guide.pdf,17832,1776454526,,,ef9801e8ad
81,exact_md5,no,/Users/sunniyaremchuk/Downloads/Sunrize_Network_Outreach_Guide_1.pdf,17832,1775838515,,,ef9801e8ad
81,exact_md5,no,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Sunrize_Network_Outreach_Guide.pdf,17832,1775770332,,,ef9801e8ad
82,exact_md5,YES,"/Users/sunniyaremchuk/Downloads/March 28, 2026.pdf",133716,1779048638,,,28bd47249b
82,exact_md5,no,"/Users/sunniyaremchuk/Downloads/March 28, 2027.pdf",133716,1779048638,,,28bd47249b
83,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Sunrize_NDA_Editable.docx,10156,1775764964,,,f3bb4e0fd0
83,exact_md5,no,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/NDA Sunni Yaremchuk .docx,10156,1775764857,,Contracts,f3bb4e0fd0
84,exact_md5,YES,/Users/sunniyaremchuk/Downloads/20_Properties_Buyer_Pipeline_Plan_1.pdf,11463,1778084894,,,d754e2297e
84,exact_md5,no,/Users/sunniyaremchuk/Downloads/20_Properties_Buyer_Pipeline_Plan.pdf,11463,1778084873,,,d754e2297e
85,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Allendale_Build_Cost_Summary.xlsx,11693,1779290502,Allendale,,c45a49a6e3
85,exact_md5,no,/Users/sunniyaremchuk/Downloads/Allendale_Build_Cost_Summary_1.xlsx,11693,1779290222,Allendale,,c45a49a6e3
85,exact_md5,no,/Users/sunniyaremchuk/Downloads/Allendale_Summary.xlsx,11693,1779290176,Allendale,,c45a49a6e3
86,exact_md5,YES,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Multifamily_Overview .pdf,8419,1777939888,,,01c177eb52
86,exact_md5,no,/Users/sunniyaremchuk/Downloads/CA_Multifamily_3_Properties.pdf,8419,1777939866,,,01c177eb52
87,exact_md5,YES,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Chris- MF .jpeg,134867,1775231693,,Photos,7baa8080d2
87,exact_md5,no,/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.15.11.jpeg,134867,1775231685,,Photos,7baa8080d2
87,exact_md5,no,/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.27.29 (1).jpeg,134867,1775021290,,Photos,7baa8080d2
88,exact_md5,YES,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Chriss-2.jpeg,111173,1775231714,,Photos,8ca7dde726
88,exact_md5,no,/Users/sunniyaremchuk/Downloads/WhatsApp Image 2026-03-31 at 23.27.29.jpeg,111173,1775021283,,Photos,8ca7dde726
89,exact_md5,YES,/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/Peakhill Wire EFT Instructions.pdf,116751,1765231810,,,2ec9a2554b
89,exact_md5,no,/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/Peakhill Wire EFT Instructions.pdf,116751,1765231810,,,2ec9a2554b
89,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/Peakhill Wire EFT Instructions.pdf,116751,1765231810,,,2ec9a2554b
90,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/CMLS Broker Disclosure Form (1).pdf,121067,1765316856,,Marketing & OM,2eacc19b02
90,exact_md5,no,/Users/sunniyaremchuk/Downloads/commitmentletter6408106st/CMLS Broker Disclosure Form.pdf,121067,1765231810,,Marketing & OM,2eacc19b02
90,exact_md5,no,/Users/sunniyaremchuk/Downloads/commitmentletter6408106st 2/CMLS Broker Disclosure Form.pdf,121067,1765231810,,Marketing & OM,2eacc19b02
90,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/commitmentletter6408106st 3/CMLS Broker Disclosure Form.pdf,121067,1765231810,,Marketing & OM,2eacc19b02
91,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 17.14.48.jpeg,317432,1776311240,,Photos,a2a9bb997d
91,exact_md5,no,/Users/sunniyaremchuk/Downloads/Post/WhatsApp Image 2026-04-15 at 21.14.19.jpeg,317432,1776305663,,Photos,a2a9bb997d
92,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /Purchase Contract 10646 106 St Seller signed.pdf,3655455,1774585571,10646 106,Contracts,2f3c615dad
92,exact_md5,no,/Users/sunniyaremchuk/Downloads/Allendale         10646 61 Ave /10646 61 Inc Purchase Contract.pdf,3655455,1772488788,10646 61,Contracts,2f3c615dad
93,exact_md5,YES,/Users/sunniyaremchuk/Downloads/West Naturopath/Ontario_Naturopathic_Clinics_Directory.xlsx,16246,1778777731,,,87955ec78c
93,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Jasper Park /Ontario_Naturopathic_Clinics_Directory.xlsx,16246,1778188891,,,87955ec78c
94,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Media Upload /files (5)/jasper.jpg,399956,1774600066,,Photos,17085a765a
94,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Jasper Park /Jasper Park 9121 152 St .jpeg,399956,1774229036,Jasper Park,Photos,17085a765a
95,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Invoice-Facture MUIN00090084-MU MLI.PDF,260422,1774291368,,Financials,d8a6eb88aa
95,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale CMHC Invoice-Facture MUIN00090084-MU MLI.PDF,260422,1764744883,Allendale,Financials,d8a6eb88aa
96,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/New 5-unit infill in Allendale.png,2783228,1774234993,Allendale,Photos,bdfa4abc93
96,exact_md5,no,"/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/ChatGPT Image Mar 22, 2026, 10_01_59 PM.png",2783228,1774234919,,Photos,bdfa4abc93
96,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Generated image: New 5-unit infill in Allendale.png,2783228,1774234915,Allendale,Photos,bdfa4abc93
97,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/106 Street Property - Venture Invoice 16643.pdf,180306,1774290537,106 Street Property,Financials,72ebf3332c
97,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Allendale 106 Street Property - Venture Invoice 16643.pdf,180306,1764744368,Allendale,Financials,72ebf3332c
98,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Modern infill building in lush neighborhood.png,2851893,1774234999,,Photos,b090e076a9
98,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/Modern infill building in lush neighborhood copy.png,2851893,1774234949,,Photos,b090e076a9
99,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Invoice 13799RP (1).pdf,135642,1774290618,,Financials,790e079a2f
99,exact_md5,no,/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/Invoice 13799RP.pdf,135642,1774290584,,Financials,790e079a2f
100,exact_md5,YES,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/LoanAgreement_NoMortgage.pdf,2549,1764803042,,,7ee0d75ba2
100,exact_md5,no,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/reinvestmentdocumentreview/LoanAgreement_NoMortgage.pdf,2549,1764803022,,,7ee0d75ba2
101,exact_md5,YES,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/PPSA_GSA.pdf,2311,1764803036,,,28a1758644
101,exact_md5,no,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/reinvestmentdocumentreview/PPSA_GSA.pdf,2311,1764803022,,,28a1758644
102,exact_md5,YES,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/SharePledge_Allendale61.pdf,2201,1764803038,Allendale,,a38985aea4
102,exact_md5,no,/Users/sunniyaremchuk/Downloads/GSA Emanation /Complete_with_Docusign_Affidavit_No_Assets_N (1)/reinvestmentdocumentreview/SharePledge_Allendale61.pdf,2201,1764803022,Allendale,,a38985aea4
103,exact_md5,YES,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/3_Welcome_Process_Overview.pdf,9617,1776454522,,,e6b07717a0
103,exact_md5,no,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Wholesale Overview.pdf,9617,1775845613,,,e6b07717a0
103,exact_md5,no,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Overview Wholesale .pdf,9617,1775845528,,,e6b07717a0
104,exact_md5,YES,/Users/sunniyaremchuk/Downloads/Landridge/The%20Landridge%208-Plex%20Advantage%20-%20Final%20(A4%20Landscape%20Size)%20(2).pdf,1146752,1768513231,,,9a1fba04cc
104,exact_md5,no,/Users/sunniyaremchuk/Downloads/Landridge/Landridge Brochure .pdf,1146752,1768509907,,Marketing & OM,9a1fba04cc
105,name_collision,review,/Users/sunniyaremchuk/Personal Net Worth Statement_HSFC_2025.pdf,384389,1767904745,,,name_collision_diff_content
105,name_collision,review,/Users/sunniyaremchuk/Documents/Personal Net Worth Statement_HSFC_2025.pdf,845330,1766096378,,,name_collision_diff_content
106,name_collision,review,/Users/sunniyaremchuk/Downloads/Developemts/Allendale 1/6408 106 Street Budget 5-Plex.xlsx,15554,1772918832,6408 106,Financials,name_collision_diff_content
106,name_collision,review,/Users/sunniyaremchuk/6408 106 Street Budget 5-Plex.xlsx,5872,1767837229,6408 106,Financials,name_collision_diff_content
107,name_collision,review,/Users/sunniyaremchuk/Downloads/Leads:Data/Property_Assessment_Data_(Current_Calendar_Year)_20260112.csv,12084,1768238892,,,name_collision_diff_content
107,name_collision,review,/Users/sunniyaremchuk/Property_Assessment_Data_(Current_Calendar_Year)_20260112.csv,68720,1768237873,,,name_collision_diff_content
108,name_collision,review,/Users/sunniyaremchuk/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,5696,1767818534,6408 106,,name_collision_diff_content
108,name_collision,review,/Users/sunniyaremchuk/Documents/6408_106_St_TRUE_Soft_Costs_Only (1).xlsx,9927,1766188296,6408 106,,name_collision_diff_content
109,name_collision,review,/Users/sunniyaremchuk/Credit Facility and Promissory Note - (CMI)May2024.pdf.pdf,201576,1767652137,,,name_collision_diff_content
109,name_collision,review,/Users/sunniyaremchuk/Downloads/GSA Emanation /Credit Facility and Promissory Note - (CMI)May2024.pdf.pdf,190892,1764374069,,,name_collision_diff_content
110,name_collision,review,/Users/sunniyaremchuk/unnamed.jpg,630805,1769194497,,Photos,name_collision_diff_content
110,name_collision,review,"/Users/sunniyaremchuk/Inbox (1,851) - sunrize.invest@gmail.com - Gmail_files/unnamed.jpg",1191,1764306264,,Photos,name_collision_diff_content
111,name_collision,review,/Users/sunniyaremchuk/Downloads/West Naturopath/Ontario_Naturopathic_Clinics_Directory.xlsx,16246,1778777731,,,name_collision_diff_content
111,name_collision,review,/Users/sunniyaremchuk/Downloads/Developemts/Jasper Park /Ontario_Naturopathic_Clinics_Directory.xlsx,16246,1778188891,,,name_collision_diff_content
111,name_collision,review,/Users/sunniyaremchuk/Ontario_Naturopathic_Clinics_Directory.xlsx,16222,1778188872,,,name_collision_diff_content
112,name_collision,review,/Users/sunniyaremchuk/directory_harvester/requirements.txt,98,1766329870,,,name_collision_diff_content
112,name_collision,review,/Users/sunniyaremchuk/Documents/alberta_permits_starter/requirements.txt,60,1766292374,,,name_collision_diff_content
113,name_collision,review,/Users/sunniyaremchuk/Downloads/realdeal/README.md,2875,1774659323,,,name_collision_diff_content
113,name_collision,review,/Users/sunniyaremchuk/flip-analyzer/README.md,1157,1773004665,,,name_collision_diff_content
113,name_collision,review,/Users/sunniyaremchuk/directory_harvester/README.md,93,1766329870,,,name_collision_diff_content
113,name_collision,review,/Users/sunniyaremchuk/Documents/alberta_permits_starter/README.md,3366,1766292374,,,name_collision_diff_content
114,name_collision,review,/Users/sunniyaremchuk/Desktop/organized_contacts.csv,5002508,1780030100,,,name_collision_diff_content
114,name_collision,review,/Users/sunniyaremchuk/flip-analyzer/organized_contacts.csv,5002988,1780024423,,,name_collision_diff_content
115,name_collision,review,/Users/sunniyaremchuk/Documents/Engagement Letter - 9121 - 152 Street.pdf,334676,1766018915,9121 152,,name_collision_diff_content
115,name_collision,review,/Users/sunniyaremchuk/Downloads/Developemts/Jasper Park /Engagement Letter - 9121 - 152 Street.pdf,334735,1765242954,9121 152,,name_collision_diff_content
116,name_collision,review,"/Users/sunniyaremchuk/Documents/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",9122110,1766205966,Mayfield,,name_collision_diff_content
116,name_collision,review,"/Users/sunniyaremchuk/Downloads/Developemts/Mayfield/13799, Sundia Inc, 15981 110B Avenue, Mayfield 9-Unit Multi-Family Complex.pdf",6404729,1765514581,Mayfield,,name_collision_diff_content
117,name_collision,review,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Sunrize_Network_Outreach_Guide.pdf,17832,1775770332,,,name_collision_diff_content
117,name_collision,review,/Users/sunniyaremchuk/Downloads/Sunrize_Network_Outreach_Guide.pdf,15901,1775770099,,,name_collision_diff_content
118,name_collision,review,/Users/sunniyaremchuk/Downloads/Bookkeeping_Workbook.xlsx,76171,1775019551,,,name_collision_diff_content
118,name_collision,review,/Users/sunniyaremchuk/Downloads/2025 Tax Info /Bookkeeping_Workbook.xlsx,75083,1774579548,,,name_collision_diff_content
119,name_collision,review,/Users/sunniyaremchuk/Downloads/Co-Star_  New York (After 2014).xlsx,1638050,1778514544,,,name_collision_diff_content
119,name_collision,review,/Users/sunniyaremchuk/Downloads/Co Star Data - US/Co-Star_  New York (After 2014).xlsx,1638284,1777996056,,,name_collision_diff_content
120,name_collision,review,/Users/sunniyaremchuk/Downloads/SoCal Multifamily /Wholesale US/Sunni Yaremchuk NDA.docx,16554,1775765299,,Contracts,name_collision_diff_content
120,name_collision,review,/Users/sunniyaremchuk/Downloads/Sunni Yaremchuk NDA.docx,16547,1775765190,,Contracts,name_collision_diff_content
121,name_collision,review,"/Users/sunniyaremchuk/Downloads/2025 Tax Info /Emanation-2025 Satements BMO/November 28, 2025.pdf",144341,1774711144,,,name_collision_diff_content
121,name_collision,review,"/Users/sunniyaremchuk/Downloads/2025 Tax Info /Emanation-2025 Chequing Statements BMO/November 28, 2025.pdf",198074,1774304007,,,name_collision_diff_content
