current_path,status,project,subfolder,proposed_target,size_bytes,mtime
"/Users/sunniyaremchuk/E-TFR - $10,000- 10636 127 NW.pdf",unique,10636 127,,"/Users/sunniyaremchuk/RealEstate_Organized/10636 127/_NeedsReview/E-TFR - $10,000- 10636 127 NW.pdf",71683,1773783722
/Users/sunniyaremchuk/Jasper Park Budget v3 (1).xlsx,primary,Jasper Park,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/Financials/Jasper Park Budget v3 (1).xlsx,36040,1773432579
/Users/sunniyaremchuk/139 20th Ave NE - Design Draft - Floor Plans[14].pdf,unique,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/139 20th Ave NE - Design Draft - Floor Plans[14].pdf,1401977,1768941575
/Users/sunniyaremchuk/Allendale 1 Budget.xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/Allendale 1 Budget.xlsx,28607,1773067226
/Users/sunniyaremchuk/E2025-07-CI-001 Allendale Billing #1 26_08_2025.pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/E2025-07-CI-001 Allendale Billing #1 26_08_2025.pdf,98490,1773079207
/Users/sunniyaremchuk/5U1A9173.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9173.jpg,6450555,1767830206
/Users/sunniyaremchuk/Landridge_8-Plex_Broker_Brochure.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Landridge_8-Plex_Broker_Brochure.pdf,4211883,1767830907
/Users/sunniyaremchuk/Schedule_C_Appliance_Schedule_Blank.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_C_Appliance_Schedule_Blank.pdf,2364,1768676230
/Users/sunniyaremchuk/metro_vancouver_commercial_agents_UPDATED.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/metro_vancouver_commercial_agents_UPDATED.csv,27096,1767827346
/Users/sunniyaremchuk/Cold Call Script .docx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Cold Call Script .docx,9938,1773112481
/Users/sunniyaremchuk/Diamante SHAREHOLDERS.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Diamante SHAREHOLDERS.pdf,104371,1774019640
"/Users/sunniyaremchuk/sunset, wallpaper, beach, intercoastal, west palm….jpeg",unique,,Photos,"/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/sunset, wallpaper, beach, intercoastal, west palm….jpeg",83922,1764304046
/Users/sunniyaremchuk/Invoice Assignment Fee 10612 127 St  (2).pdf,primary,10612 127,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10612 127/Contracts/Invoice Assignment Fee 10612 127 St  (2).pdf,27884,1771254271
/Users/sunniyaremchuk/Peakhill Commitment Letter 6408 106 St.pdf,duplicate,6408 106,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/6408 106/Peakhill Commitment Letter 6408 106 St.pdf,465100,1767762382
/Users/sunniyaremchuk/15981 110B Ave NW Term Sheet.pdf,duplicate,15981 110B Ave,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/15981 110B Ave/15981 110B Ave NW Term Sheet.pdf,3542423,1768849462
/Users/sunniyaremchuk/10612 - 127 STREET NW- Rebate Agreement.pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Rebate Agreement.pdf,364541,1767728720
/Users/sunniyaremchuk/10612 - 127 STREET NW - Schedule_B - Sepcifications (2).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW - Schedule_B - Sepcifications (2).pdf,545271,1768674360
/Users/sunniyaremchuk/E2025-07-CI-003 Allendale Claim 2 24_11_2025.pdf,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/E2025-07-CI-003 Allendale Claim 2 24_11_2025.pdf,101918,1767737422
/Users/sunniyaremchuk/edmonton_properties_enriched_batch10.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_batch10.xlsx,7741,1767842087
/Users/sunniyaremchuk/5U1A9074.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9074.jpg,4450988,1767830305
/Users/sunniyaremchuk/INVOICE_1819_from_Alberta Geomatics Inc_                                           (Operating as Arc Surveys Edmonton).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/INVOICE_1819_from_Alberta Geomatics Inc_                                           (Operating as Arc Surveys Edmonton).pdf,47337,1767905542
/Users/sunniyaremchuk/Ltr -Contract termination Allendale 5plex (1).pdf,primary,Allendale,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Contracts/Ltr -Contract termination Allendale 5plex (1).pdf,219458,1767737407
/Users/sunniyaremchuk/CCDC Allendale Evara Project 6408 106 St.pdf,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/CCDC Allendale Evara Project 6408 106 St.pdf,618922,1767737418
/Users/sunniyaremchuk/Dragon-.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Dragon-.jpg,86627,1771441484
/Users/sunniyaremchuk/Purchase Contract (1).pdf,primary,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (1).pdf,505387,1770170413
/Users/sunniyaremchuk/Mayfield 110_ Cost Breakdown old.xlsx,unique,Mayfield 110,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Mayfield 110/Financials/Mayfield 110_ Cost Breakdown old.xlsx,4413601,1767912706
/Users/sunniyaremchuk/10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment.pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment.pdf,208861,1767728690
/Users/sunniyaremchuk/Purchase_Contract_10407_45_St.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Purchase_Contract_10407_45_St.pdf,470195,1768695144
/Users/sunniyaremchuk/Founders of Retreat at kia Ora.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Founders of Retreat at kia Ora.pdf,90660,1771342100
/Users/sunniyaremchuk/Development Decision 564496862-002 (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Development Decision 564496862-002 (1).pdf,317491,1766771866
/Users/sunniyaremchuk/PNW Statement.xlsx,unique,,Investor Docs,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Investor Docs/PNW Statement.xlsx,52721,1767904436
/Users/sunniyaremchuk/HS Loren PNW 1.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/HS Loren PNW 1.png,235376,1767941000
/Users/sunniyaremchuk/Jasper Park Budget.xlsx,unique,Jasper Park,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/Financials/Jasper Park Budget.xlsx,36097,1767914122
/Users/sunniyaremchuk/Purchase_Contract_(10315) (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Purchase_Contract_(10315) (1).pdf,479928,1770665573
/Users/sunniyaremchuk/Complete_with_Docusign_Construction_Agreement (3).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Complete_with_Docusign_Construction_Agreement (3).pdf,237106,1773425041
/Users/sunniyaremchuk/Invoice 10801.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Invoice 10801.png,120017,1774017698
/Users/sunniyaremchuk/10646 61 Ave Allendale 6 Plex - 003.pdf,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/10646 61 Ave Allendale 6 Plex - 003.pdf,425551,1772595750
/Users/sunniyaremchuk/Jasper Park Budget .xlsx,duplicate,Jasper Park,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Jasper Park/Jasper Park Budget .xlsx,36040,1773156194
/Users/sunniyaremchuk/Building Permit 564496862-006 (2).pdf,primary,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/Building Permit 564496862-006 (2).pdf,203442,1767561821
/Users/sunniyaremchuk/ArchitecturalWindsor Central - FullSet 20250108.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/ArchitecturalWindsor Central - FullSet 20250108.pdf,24813361,1770586075
/Users/sunniyaremchuk/alberta_permits_starter.zip,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/alberta_permits_starter.zip,9845,1766277782
/Users/sunniyaremchuk/9121 152 ST NW Plans (1).pdf,unique,9121 152,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/Plans & Permits/9121 152 ST NW Plans (1).pdf,1963429,1768675384
/Users/sunniyaremchuk/10612 - 127 STREET NW- Addendum (1).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Addendum (1).pdf,303223,1768538331
/Users/sunniyaremchuk/Property_Assessment_Data_(Current_Calendar_Year)_20260112.numbers,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Property_Assessment_Data_(Current_Calendar_Year)_20260112.numbers,238968,1768238875
/Users/sunniyaremchuk/GSA.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/GSA.pdf,111422,1764810132
/Users/sunniyaremchuk/CCDC2 BLANK (EVARA Lofts).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/CCDC2 BLANK (EVARA Lofts).pdf,719086,1768000686
/Users/sunniyaremchuk/Gemini_Generated_Image_sgjqbnsgjqbnsgjq.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Gemini_Generated_Image_sgjqbnsgjqbnsgjq.png,2417143,1771617788
/Users/sunniyaremchuk/Ontario_Naturopathic_Clinics_Directory.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Ontario_Naturopathic_Clinics_Directory.xlsx,16222,1778188872
/Users/sunniyaremchuk/Driver's License Ana.jpg,primary,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/Driver's License Ana.jpg,874946,1768679279
/Users/sunniyaremchuk/d541659b-923a-41d9-ade5-54289851d0a4-CRA-GRID.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/d541659b-923a-41d9-ade5-54289851d0a4-CRA-GRID.pdf,83923,1769192027
/Users/sunniyaremchuk/Allendale_Development_Capital_Stack.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Development_Capital_Stack.xlsx,5541,1772637743
/Users/sunniyaremchuk/CMHC presentation draft 1-2.pdf,primary,,Financials,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Financials/CMHC presentation draft 1-2.pdf,18815556,1766541889
/Users/sunniyaremchuk/Purchase Contract (10315).pdf,unique,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Purchase Contract (10315).pdf,370765,1770228921
/Users/sunniyaremchuk/HS Loren PNW 2.png,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/HS Loren PNW 2.png,127276,1767941019
/Users/sunniyaremchuk/Builder Agreement Jasper Park  (1).pdf,unique,Jasper Park,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/Contracts/Builder Agreement Jasper Park  (1).pdf,345442,1773775483
/Users/sunniyaremchuk/Allendale cost breakdown .png,unique,Allendale,Photos,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Photos/Allendale cost breakdown .png,511155,1772636005
/Users/sunniyaremchuk/10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment (1).pdf,primary,10612 127 Street,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10612 127 Street/Contracts/10612 - 127 STREET NW - Schedule R - Rental Guarantee Acknowledgment (1).pdf,208861,1768674346
/Users/sunniyaremchuk/Purchase Contract- 10407 45 St (1).pdf,unique,10407 45,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10407 45/Contracts/Purchase Contract- 10407 45 St (1).pdf,347638,1769132953
/Users/sunniyaremchuk/9121 152 ST NW Plans.pdf,unique,9121 152,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/9121 152/Plans & Permits/9121 152 ST NW Plans.pdf,1985223,1768675161
/Users/sunniyaremchuk/10646 61 Ave Allendale - Front & Left (2).jpg,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/10646 61 Ave Allendale - Front & Left (2).jpg,184112,1773193405
/Users/sunniyaremchuk/Allendale_5Plex_Updated_Hard_Costs.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_5Plex_Updated_Hard_Costs.xlsx,10720,1773070990
/Users/sunniyaremchuk/HSFC_PNW_filled_Loren (1) (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/HSFC_PNW_filled_Loren (1) (1).pdf,458568,1767910243
/Users/sunniyaremchuk/15981 110B Ave NW Term Sheet (1).pdf,primary,15981 110B Ave,,/Users/sunniyaremchuk/RealEstate_Organized/15981 110B Ave/_NeedsReview/15981 110B Ave NW Term Sheet (1).pdf,3542423,1769123901
/Users/sunniyaremchuk/Kia Ora Reatret .pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Kia Ora Reatret .pdf,529736,1771342123
/Users/sunniyaremchuk/property_assessment_enriched_MASTER_v1_1.csv,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/property_assessment_enriched_MASTER_v1_1.csv,28061,1768248133
/Users/sunniyaremchuk/5U1A9116.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9116.jpg,5467999,1767830247
/Users/sunniyaremchuk/Statements.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Statements.pdf,197048,1773941105
/Users/sunniyaremchuk/Allendale_Complete_Model.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Complete_Model.xlsx,7185,1772641725
/Users/sunniyaremchuk/INDEPENDENT_CONTRACTOR_AGREEMENT_.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/INDEPENDENT_CONTRACTOR_AGREEMENT_.pdf,164943,1768761358
"/Users/sunniyaremchuk/Co-Star, Multifamily Buyers, 2014-2022, 1-4 stars.xlsx - export.csv",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Co-Star, Multifamily Buyers, 2014-2022, 1-4 stars.xlsx - export.csv",18089,1769660834
/Users/sunniyaremchuk/Grants.docx,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Grants.docx,296414,1771352370
/Users/sunniyaremchuk/lender_underwriting_budget_v2.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/lender_underwriting_budget_v2.xlsx,10070,1767903162
/Users/sunniyaremchuk/Invoice_154.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Invoice_154.pdf,38906,1773079852
/Users/sunniyaremchuk/property_assessment_enriched_batch1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/property_assessment_enriched_batch1.csv,2444,1768239727
/Users/sunniyaremchuk/4 plex s - Uploaded  - Sheet1.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/4 plex s - Uploaded  - Sheet1.csv,2669,1769655429
/Users/sunniyaremchuk/Agent-for-Service-Consent.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Agent-for-Service-Consent.pdf,47121,1767902325
/Users/sunniyaremchuk/10612 - 127 STREET NW- Schedule C (2).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Schedule C (2).pdf,785582,1768674392
/Users/sunniyaremchuk/HSFC_PNW_filled_Loren (1) (1) (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/HSFC_PNW_filled_Loren (1) (1) (1).pdf,458568,1767984333
/Users/sunniyaremchuk/Allendale_ Cost Breakdown.xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/Allendale_ Cost Breakdown.xlsx,4413826,1773086105
/Users/sunniyaremchuk/Here_is_your_signed_document_Melodia_Yaremch.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Here_is_your_signed_document_Melodia_Yaremch.pdf,205526,1766770083
/Users/sunniyaremchuk/10646 61 Ave Allendale - Front & Left (3).jpg,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/10646 61 Ave Allendale - Front & Left (3).jpg,184112,1773243344
/Users/sunniyaremchuk/Allendale_Equity_SoftCosts_Styled.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Equity_SoftCosts_Styled.xlsx,10235,1773084356
/Users/sunniyaremchuk/Schedule_G_Completion_Purchase_Addendum_NoAssign_NoPM.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Schedule_G_Completion_Purchase_Addendum_NoAssign_NoPM.pdf,5881,1768678483
/Users/sunniyaremchuk/Allendale_Investment_Proposal_.docx,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Investment_Proposal_.docx,31637,1768322094
/Users/sunniyaremchuk/CCDC Allendale Evara Project 6408 106 St (1).pdf,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/CCDC Allendale Evara Project 6408 106 St (1).pdf,626016,1768500033
/Users/sunniyaremchuk/252295916_56441897_0_0.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/252295916_56441897_0_0.pdf,41003,1773413516
/Users/sunniyaremchuk/Allendale_Cost To Date Summary.xlsx,unique,Allendale,Financials,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/Financials/Allendale_Cost To Date Summary.xlsx,14811,1764831365
/Users/sunniyaremchuk/5U1A9107.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/5U1A9107.jpg,6359073,1767830260
/Users/sunniyaremchuk/Director-Consent.pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Director-Consent.pdf,53096,1767902234
/Users/sunniyaremchuk/10612 - 127 STREET NW- Landridge Homes-Sales Contract (1).pdf,duplicate,10612 127 Street,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/10612 127 Street/10612 - 127 STREET NW- Landridge Homes-Sales Contract (1).pdf,1022641,1768538349
/Users/sunniyaremchuk/Alberta August 2023-2024 Sellers.xlsx - export.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Alberta August 2023-2024 Sellers.xlsx - export.csv,114340,1769655905
/Users/sunniyaremchuk/WhatsApp Image 2025-11-19 at 3.16.30 PM.jpeg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/WhatsApp Image 2025-11-19 at 3.16.30 PM.jpeg,200680,1768331876
/Users/sunniyaremchuk/5051 5th ave full application (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/5051 5th ave full application (1).pdf,769814,1766541703
/Users/sunniyaremchuk/BillStatement_342097 (1).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/BillStatement_342097 (1).pdf,102953,1768785832
/Users/sunniyaremchuk/Schedule_G_Completion_Addendum_Q1_2027_DepositRelease (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Schedule_G_Completion_Addendum_Q1_2027_DepositRelease (1).pdf,5607,1768877263
/Users/sunniyaremchuk/Blueprints-Fourplex Back to Back .pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Blueprints-Fourplex Back to Back .pdf,3251214,1767829846
/Users/sunniyaremchuk/HSFC_PNW_filled_Loren (1).pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/HSFC_PNW_filled_Loren (1).pdf,458568,1767909649
"/Users/sunniyaremchuk/Strathcona  Whyte _ U of A, but much more defensible (1).docx",unique,,,"/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Strathcona  Whyte _ U of A, but much more defensible (1).docx",1008949,1773112117
/Users/sunniyaremchuk/unnamed (1).jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/unnamed (1).jpg,454955,1769194503
"/Users/sunniyaremchuk/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL (1).pdf",primary,Jasper Park,,"/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/_NeedsReview/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL (1).pdf",5576342,1770848269
/Users/sunniyaremchuk/Assignment Agreement- High Park.pdf,unique,High Park,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/High Park/Contracts/Assignment Agreement- High Park.pdf,399839,1773940951
/Users/sunniyaremchuk/lender_underwriting_budget.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/lender_underwriting_budget.xlsx,9685,1767902124
/Users/sunniyaremchuk/Allendale_Master_Budget_Sources_Uses.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Master_Budget_Sources_Uses.xlsx,6184,1772641902
/Users/sunniyaremchuk/Front.jpg,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/Front.jpg,874946,1768676435
/Users/sunniyaremchuk/image.jpg,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/image.jpg,151503,1770653927
/Users/sunniyaremchuk/Kia Ora Health Allignment Institute .pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Kia Ora Health Allignment Institute .pdf,79057,1771349813
/Users/sunniyaremchuk/Amendment_-_Purchase_Contract (1) (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Amendment_-_Purchase_Contract (1) (1).pdf,274599,1773413668
"/Users/sunniyaremchuk/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL.pdf",duplicate,Jasper Park,(_Duplicates),"/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Jasper Park/14858, 8 Unit Complex, Sunrize Investments, 9121 152 Street, Jasper Park, FINAL.pdf",5576342,1770751728
/Users/sunniyaremchuk/edmonton_properties_enriched_batch11.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/edmonton_properties_enriched_batch11.csv,3356,1767844085
/Users/sunniyaremchuk/Articles-of-Incorporation- 2652708 ALBERTA INC. (1).pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Articles-of-Incorporation- 2652708 ALBERTA INC. (1).pdf,140447,1773943907
/Users/sunniyaremchuk/Labrie Transit Oriented Development Investment Brief (2).pdf,primary,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Labrie Transit Oriented Development Investment Brief (2).pdf,677541,1773113128
/Users/sunniyaremchuk/ApplicationStatusReport.pdf,duplicate,,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Unknown/ApplicationStatusReport.pdf,126968,1766530003
/Users/sunniyaremchuk/Allendale_Investment_Proposal_50-50_JV.docx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Allendale_Investment_Proposal_50-50_JV.docx,31637,1767814234
/Users/sunniyaremchuk/Survey Plan - 495556545-002.pdf,unique,,Plans & Permits,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Plans & Permits/Survey Plan - 495556545-002.pdf,125455,1767042778
/Users/sunniyaremchuk/wave-and-boat-on-the-beach-as-background-beautiful-nature-illustration-ai-generative-free-photo.webp,unique,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/wave-and-boat-on-the-beach-as-background-beautiful-nature-illustration-ai-generative-free-photo.webp,31544,1764304592
/Users/sunniyaremchuk/Commercial Purchase Contract (1).pdf,primary,,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Contracts/Commercial Purchase Contract (1).pdf,156877,1768674144
/Users/sunniyaremchuk/Approved Rental Use Designation.pdf,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Approved Rental Use Designation.pdf,252451,1773072592
/Users/sunniyaremchuk/Allendale_Master_Budget_Sources_Uses_UPDATED.xlsx,unique,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale_Master_Budget_Sources_Uses_UPDATED.xlsx,6386,1772642222
/Users/sunniyaremchuk/Jasper_Park_Project_Budget_v3.xlsx,unique,Jasper Park,,/Users/sunniyaremchuk/RealEstate_Organized/Jasper Park/_NeedsReview/Jasper_Park_Project_Budget_v3.xlsx,30390,1773164488
/Users/sunniyaremchuk/Mayfield 110B.xlsx,unique,Mayfield 110,,/Users/sunniyaremchuk/RealEstate_Organized/Mayfield 110/_NeedsReview/Mayfield 110B.xlsx,21118,1767998461
/Users/sunniyaremchuk/Pro-forma Allendale 5 Unit .xlsx,duplicate,Allendale,(_Duplicates),/Users/sunniyaremchuk/RealEstate_Organized/_Duplicates/Allendale/Pro-forma Allendale 5 Unit .xlsx,8888,1773673942
/Users/sunniyaremchuk/Buyers_Realtor_1757725372.xlsx - buyers.csv,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/Buyers_Realtor_1757725372.xlsx - buyers.csv,5982,1769656291
/Users/sunniyaremchuk/Allendale Investment_Summary (1).docx,primary,Allendale,,/Users/sunniyaremchuk/RealEstate_Organized/Allendale/_NeedsReview/Allendale Investment_Summary (1).docx,17082,1773778537
/Users/sunniyaremchuk/lender_underwriting_budget_v4_devfee125_interest0.xlsx,unique,,,/Users/sunniyaremchuk/RealEstate_Organized/_NeedsReview/lender_underwriting_budget_v4_devfee125_interest0.xlsx,19248,1767998471
/Users/sunniyaremchuk/Purchase Contract 10407 45 St.pdf,unique,10407 45,Contracts,/Users/sunniyaremchuk/RealEstate_Organized/10407 45/Contracts/Purchase Contract 10407 45 St.pdf,436217,1768694718
/Users/sunniyaremchuk/75' Wide 3 Plex - 1298 SF - BDP (1).jpg,primary,,Photos,/Users/sunniyaremchuk/RealEstate_Organized/_Library/Photos/75' Wide 3 Plex - 1298 SF - BDP (1).jpg,619715,1767765026
